"Release Date
(Packaging)",ES Release Date,VN Release Date,EzServer,Status,Stage,AxisY,"Included
EzWebServer",Supporting CleverOne,"Supporting
EzDent-i","Supporting
Ez3D-i","Supporting
EzOrtho","Supporting
EzMobile","Supporting
EzDent Web",Supporting EzDent Web for Tablet,Supporting EzCommonTools,"Supporting
EzGate",Supporting Ez-iScan,Comment,Link,E2 DB,E3 DB,SC DB,IMPLANT DB,LOG DB,SETTING DB,EzOrtho Data Version,Service Config File Format,DB Accounts Revision,VTDBConfig.ini version,EIF Version,EzServer Installer,EzServer AuthProvider,EzServer LicenseManager,EzServer Messenger,EzServer Updater,EzServer REST API v2,EzServer WebConsole,EzLauncher,EzServer OpenSource Licenses,EzServer License Manager Frontend,EzServer Updater Frontend,Sharing Manager (EzCloud v0.9),EzServer Manager App,EzServer Manager Service,EzServer Control Panel,EzServer Service,VTDBBackup,Password Init Tool,DB,PMS Integration REST API Version,PMS Integration AMQP protocol version,nginx,php,dcmtk,node,Qt,ffmpeg,7z,ImageMagick,OpenSSL,LexFloatServer,LexActivator,SHA256,"EzServer PI Disposer
(Not Inclued)",EzServer Migration Tool (Not Included),"EzCommonTools
(Not Included)"
2023-05-18,N/A,,v5.4.0.a2,Released,Alpha,-40,v5.4.0.a2,N/A,~ v3.4.5.b1,~ v5.4.7.0,v1.2.0.0 ~ v1.3.4.2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.2.0.b1,N/A,~ v1.1.0.a2,~ v1.0.5.1,N/A,,,v30,v10,v11,v10,v2,v8,v8,v5,r1,v2,N/A,N/A,v5.4.0,v5.4.0,v5.4.0,v5.4.0,N/A,v5.4.0,v5.4.0,v5.4.0,v5.4.0,v5.4.0,v0.9.0,N/A,N/A,v5.4.0.0,v5.4.0.0,v5.4.0.0,v5.4.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.9.1 (x86),bdfe71e448b46376467aa505c736892a071fb7e44a2ce844781ba4381ba18179,v5.3.0,,
2023-05-04,N/A,,v5.4.0.a1,Released,Alpha,-50,v5.4.0.a1,N/A,~ v3.4.1.0,~ v5.4.7.0,v1.2.0.0 ~ v1.3.4.2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.2.0.b1,N/A,~ v1.1.0.a1,~ v1.0.5.1,N/A,,,v30,v10,v11,v10,v2,v8,v8,v5,r1,v2,N/A,N/A,v5.4.0,v5.4.0,v5.4.0,v5.4.0,N/A,v5.4.0,v5.4.0,v5.4.0,v5.4.0,v5.4.0,v0.9.0,N/A,N/A,v5.4.0.0,v5.4.0.0,v5.4.0.0,v5.4.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.9.1 (x86),1cad825dc370a015fc0e891bfe35aeed84bf88549d81f62a1b77f0bba7a302de,v5.3.0,,
2023-08-28,,,v5.3.4.0,Released,FCS,10,v5.3.4.0,N/A,~ v3.4.0.0,~ v5.5.0.2,v1.2.0.0 ~ v1.3.4.1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,"LM upgrade, nginx upgrade",,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.4,v5.3.4,v5.3.4,v5.3.4,N/A,v5.3.4,v5.3.4,v5.3.4,v5.3.4,v5.3.4,v0.9.0,N/A,N/A,v5.3.4.0,v5.3.4.0,v5.3.4.0,v5.3.4.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.24 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.9.4 (x86),v3.23.0 (x86),6c5d38a197f089e608354d68b20de6ae154e62d711eba4084ceda1b1fef6d89c,v5.3.0,,
2023-06-28,,,v5.3.3.0,Released,FCS,10,v5.3.3.0,N/A,~ v3.4.0.0,~ v5.4.0.5,v1.2.0.0 ~ v1.3.4.1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,"환자검색 이슈 (EZSV-1391), DICOM 파일 포맷 이슈(EZSV-1499) 수정",https://vts.vatech.com/projects/EZSV/versions/36503,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.3,v5.3.3,v5.3.3,v5.3.3,N/A,v5.3.3,v5.3.3,v5.3.3,v5.3.3,v5.3.3,v0.9.0,N/A,N/A,v5.3.3.0,v5.3.3.0,v5.3.3.0,v5.3.3.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),bd529970484ddc4f080c478f296aa574feb4ade565c3e4e8ddcae686c26e24d6,v5.3.0,,
2023-04-21,,,v5.3.2.0 Patch,Released,FCS,20,v5.3.2.0,N/A,~ v3.4.0.0,~ v5.4.0.5,v1.2.0.0 ~ v1.3.4.1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,EZSV-1367 긴급 patch,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.2,v5.3.2,v5.3.2,v5.3.2,N/A,v5.3.2,v5.3.2,v5.3.2,v5.3.2,v5.3.2,v0.9.0,N/A,N/A,v5.3.2.0,v5.3.2.0,v5.3.2.0,v5.3.2.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),223b300845da7d506dd085c26b75322451a7d3990839fd27caf6db6ed64c6323,v5.3.0,,
2023-03-14,,,v5.3.1.0,Released,FCS,10,v5.3.1.0,N/A,~ v3.4.0.0,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,Support EzSensor XHD ,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.1,v5.3.1,v5.3.1,v5.3.1,N/A,v5.3.1,v5.3.1,v5.3.1,v5.3.1,v5.3.1,v0.9.0,N/A,N/A,v5.3.1.0,v5.3.1.0,v5.3.1.0,v5.3.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),648a87724fbe8d61e3c42be68972ae1843423de1a4229ca0a006826d39513fca,v5.3.0,,
2023-02-17,N/A,,v5.3.1.a1,Released,Alpha,-30,v5.3.1.a1,N/A,~ v3.4.0.a1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.1,v5.3.1,v5.3.1,v5.3.1,N/A,v5.3.1,v5.3.1,v5.3.1,v5.3.1,v5.3.1,v0.9.0,N/A,N/A,v5.3.1.0,v5.3.1.0,v5.3.1.0,v5.3.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),,v5.3.0,,
2023-02-10,2023-02-10,,v5.3.0.5,Released,FCS,80,v5.3.0.2,N/A,~ v3.3.3.1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,Ez-I Cloud 지원,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.2,v5.3.0.2,v5.3.0.2,v5.3.0.2,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),2edff1fe03f00fd27176a497994b61ec6bfbd09f7d12bb840de5223dc6d39ec2,v5.3.0,,
2023-02-06,N/A,,v5.3.0.4,Released,FCS,70,v5.3.0.2,N/A,~ v3.3.3.1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.2,v5.3.0.2,v5.3.0.2,v5.3.0.2,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),,v5.3.0,,
2023-02-03,N/A,,v5.3.0.3,Released,FCS,60,v5.3.0.2,N/A,~ v3.3.3.1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.2,v5.3.0.2,v5.3.0.2,v5.3.0.2,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),,v5.3.0,,
2023-01-31,N/A,,v5.3.0.2,Released,FCS,50,v5.3.0.2,N/A,~ v3.3.3.1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.2,v5.3.0.2,v5.3.0.2,v5.3.0.2,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),,v5.3.0,,
2023-01-13,N/A,,v5.3.0.1,Released,FCS,40,v5.3.0.1,N/A,~ v3.3.3.1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.0,v5.3.0.0,v5.3.0.0,v5.3.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),,v5.3.0,,
2023-01-10,N/A,,v5.3.0.0,Released,FCS,30,v5.3.0.0,N/A,~ v3.3.3.0,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.4.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.0,v5.3.0.0,v5.3.0.0,v5.3.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),92f5ffe18c6f3925f11fa299694606a3a99e31fb48e611ecb6eb3b3e939460dc,v5.3.0,,
2022-12-27,N/A,,v5.3.0.b1,Released,Beta,-15,v5.3.0.b1,N/A,~ v3.3.3.b1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.3.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.0,v5.3.0.0,v5.3.0.0,v5.3.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),da2c611036b7fe1edaf506299b25edcf2eeb7e1912f8c9d1ca103b475ea684ee,v5.3.0,,
2022-12-12,N/A,,v5.3.0.a1,Released,Alpha,-25,v5.3.0.a1,N/A,~ v3.3.3.a1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.3.2,~ v1.0.1.4,N/A,,,v29,v10,v11,v10,v2,v7,v7,v4,r1,v2,N/A,N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0 (64bit),N/A,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v5.3.0,v0.9.0,N/A,N/A,v5.3.0.0,v5.3.0.0,v5.3.0.0,v5.3.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),"v12 (32bit) - Others
v14 (32bit) - Messenger, Updater",v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.7 (x86),v3.19.1 (x86),f6ae2cb73b96b88381fe6c6ccda6c47ba6e1c4a95b207c02061249765a4e0275,v5.3.0,,
2023-01-15,2023-02-03,,v5.2.1.1,Released,FCS,20,,N/A,,,,,,,,,N/A,,,v28,v10,v11,v10,v2,v6,v7,v3,r1,v2,N/A,N/A,v5.2.1,v5.2.1,N/A,N/A,N/A,v5.2.1,v5.2.1,v5.2.1,v5.2.1,N/A,N/A,N/A,N/A,v5.2.1.1,v5.2.1.1,v5.2.1.1,v5.2.1.1,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.6 (x86) modified by ES,v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.4 (x86),v3.19.1 (x86),48b055f1d0eee958b804798b7ea9ceb214583ff822d617358be605ea89000625,v5.1.2,,
2022-11-21,2022-12-14,,v5.2.1.0,Released,FCS,10,v5.2.1.0,N/A,~ v3.3.2.b1,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.b1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.3.2,~ v1.0.1.4,N/A,"EzDent-i v3.3.3, EzOrtho v1.3.3, EzScan-i API support.",,v28,v10,v11,v10,v2,v6,v7,v3,r1,v2,N/A,N/A,v5.2.1,v5.2.1,N/A,N/A,N/A,v5.2.1,v5.2.1,v5.2.1,v5.2.1,N/A,N/A,N/A,N/A,v5.2.1.0,v5.2.1.0,v5.2.1.0,v5.2.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.4 (x86),v3.19.1 (x86),dec9d6fc270fb02d113194208db865fbec1e709ac22fdd89fbe0190e6b7f5667,v5.1.2,,
2022-10-26,N/A,,v5.2.1.b1,Released,Beta,-25,v5.2.1.b1,N/A,~ v3.3.1.0,~ v5.4.0.5,v1.2.0.0 ~ v1.3.3.a1,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.1.2,N/A,~ v1.0.3.2,~ v1.0.1.4,N/A,,,v28,v10,v11,v10,v2,v6,v7,v3,r1,v2,N/A,N/A,v5.2.1,v5.2.1,N/A,N/A,N/A,v5.2.1,v5.2.1,v5.2.1,v5.2.1,N/A,N/A,N/A,N/A,v5.2.1.0,v5.2.1.0,v5.2.1.0,v5.2.1.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.4 (x86),v3.19.1 (x86),4d75041fa8d29a9cdc367f75e9b494dcd12eaadfb567b2cb66df004f41ce826c,v5.1.2,,
2022-08-01,2022-07-29,,v5.2.0.2,Released,FCS,30,v5.2.0.1,N/A,~ v3.3.0.3,~ v5.4.0.3,v1.2.0.0 ~ v1.3.2.4,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.0.7,N/A,~ v1.0.3.2,~ v1.0.0.4,N/A,"EzScan-i API fix, php process change to make editable",,v28,v10,v11,v10,v2,v6,v6,v3,r1,v2,N/A,N/A,v5.2.0,v5.2.0,N/A,N/A,N/A,v5.2.0,v5.2.0,v5.2.0,v1.0.0,N/A,N/A,N/A,N/A,v5.2.0.2,v5.2.0.2,v5.2.0.2,v5.2.0.2,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.4 (x86),v3.19.1 (x86),d5b0bc6dbe85ed78adefe8da371b59e218408aeb2ae9d5a2d31700bff8338883,v5.1.2,,
2022-07-18,N/A,,v5.2.0.1,Released,FCS,20,v5.2.0.1,N/A,~ v3.3.0.1,~ v5.4.0.1,v1.2.0.0 ~ v1.3.2.3,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.0.7,N/A,~ v1.0.3.2,~ v1.0.0.3,N/A,LicenseManager (LexFloatServer),,v28,v10,v11,v10,v2,v6,v6,v3,r1,v2,N/A,N/A,v5.2.0,v5.2.0,N/A,N/A,N/A,v5.2.0,v5.2.0,v5.2.0,v1.0.0,N/A,N/A,N/A,N/A,v5.2.0.1,v5.2.0.1,v5.2.0.1,v5.2.0.1,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.4 (x86),v3.19.1 (x86),66465ae6c1b81f3caab29e3b6aec5c8b53d4ed0fdec4bc8a3d6dc7aedfae5801,v5.1.2,,
2022-07-04,N/A,,v5.2.0.0,Released,FCS,10,v5.2.0.0,N/A,~ v3.3.0.b1,~ v5.4.0.0,v1.2.0.0 ~ v1.3.2.3,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.0.6,N/A,~ v1.0.3.1,~ v1.0.0.2,N/A,"Fast AuthProvider, LicenseManager Frontend, EzDent-i v3.3 대응",,v28,v10,v11,v10,v2,v6,v6,v3,r1,v2,N/A,N/A,v5.2.0,v5.2.0,N/A,N/A,N/A,v5.2.0,v5.2.0,v5.2.0,v1.0.0,N/A,N/A,N/A,N/A,v5.2.0.0,v5.2.0.0,v5.2.0.0,v5.2.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.8.2 (x86),v3.19.1 (x86),404fd341eb989d3b2e88fa02fdc798ce411fd1081c4545fe4394e9abfdaed338,v5.1.2,,
2022-06-20,N/A,,v5.2.0.b1,Released,Beta,-20,v5.2.0.b1,N/A,~ v3.3.0.b1,~ v5.4.0.b1,v1.2.0.0 ~ v1.3.2.3,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.0.6,N/A,~ v1.0.3.0,~ v1.0.0.0,N/A,Required EzCommonTools v1.0.3 to avoid LicenseManager Frontend page access issue.,,v28,v10,v11,v10,v2,v6,v6,v3,r1,v2,N/A,N/A,v5.2.0,v5.2.0,N/A,N/A,N/A,v5.2.0,v5.2.0,v5.2.0,v1.0.0,N/A,N/A,N/A,N/A,v5.2.0.0,v5.2.0.0,v5.2.0.0,v5.2.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,,,,v5.1.2,,
2022-05-27,N/A,,v5.2.0.a1,Released,Alpha,-30,v5.2.0.a1,N/A,~ v3.3.0.a1,~ v5.4.0.a1,v1.2.0.0 ~ v1.3.2.2,~ v1.1.7.0 Patch,v1.0.1.a1 ~ v1.1.0.6,N/A,~ v1.0.3.0,~ v1.0.0.b1,N/A,EzWebServer 버전을 EzServer 버전과 동기화,,v28,v10,v11,v10,v2,v6,v6,v3,r1,v2,N/A,N/A,v5.2.0,v5.2.0,N/A,N/A,N/A,v5.2.0,v5.2.0,v5.2.0,v1.0.0,N/A,N/A,N/A,N/A,v5.2.0.0,v5.2.0.0,v5.2.0.0,v5.2.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,,,,v5.1.2,,
2022-03-31,2022-04-13,,v5.1.2.0 Patch,Released,FCS,20,v4.1.2.0,N/A,~ v3.2.5.0,~ v5.3.2.0,v1.2.0.0 ~ v1.3.1.3,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.1.0.2,N/A,~ v1.0.2.0,v1.0.0.a1 ~,N/A,"Russian (ru_RU) 추가, EzGate support",,v27,v10,v11,v10,v2,v5,v5,v2,r1,v1,N/A,N/A,v5.1.2,v5.1.0,N/A,N/A,N/A,v5.1.2,v5.1.2,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,v4.1.0,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,,,18cd9ec5c22f4fdde62b8cb95c5ad790c42c0b0c7e7b4d0587415c006db22835,v5.1.2,,
2022-02-14,2022-02-14,,v5.1.1.0 Patch,Released,FCS,10,v4.1.1.0,N/A,~ v3.2.3.2,~ v5.3.0.6,v1.2.0.0 ~ v1.3.0.2,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.1.0.1,N/A,~ v1.0.2.0,N/A,N/A,"EZSV-871 patch, webconsole, pi disposer에 로딩페이지 추가 (로그인시)",,v26,v10,v11,v10,v2,v4,v5,v2,r1,v1,N/A,N/A,v5.1.0,v5.1.0,N/A,N/A,N/A,v5.1.1,v5.1.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,v4.5.2 (x86),,,v5.1.1,,
2022-01-19,2022-01-27,,v5.1.0.3,Released,FCS,60,v4.1.0.3,N/A,~ v3.2.3.0,~ v5.3.0.4,v1.2.0.0 ~ v1.3.0.0,~ v1.1.7.0 Patch,v1.0.1.a1 ~  v1.1.0.0,N/A,~ v1.0.1.2,N/A,N/A,CTReformatter 수정 (POPV-1334),,v26,v10,v11,v10,v2,v4,v5,v2,r1,v1,N/A,N/A,v5.1.0,v5.1.0,N/A,N/A,N/A,v5.1.0,v5.1.0,v1.0.0,N/A,N/A,N/A,N/A,N/A,v5.1.0.0,v5.1.0.0,,v5.1.0.0,PostgreSQL v9.2.2 (32bit),N/A,N/A,v1.18 (x86),v7.4.12 (vc2017 x86 TS),v3.6.5 (x86),v12 (32bit),v5.10.1 (x86),v3.2.4 (x86),v19.0 (x86),v7.0.7 (x86),v1.1.1i,,,efa186124e7c38fe47374dfb1c11125ea1c81ec7d13576863f139d1d5502ae32,v5.1.0,,
